V_PNR,fodested_kode
f956f95c402053e1ca5f47edcda3a519ac0c9f59d373ea924275a0e21317cfdc,243
6ba43d87d8c84d0081d9431175613a6c87abcf1393ff31f16559ef083b837045,149
1b2a098812b284e71e4b335b41005c85ffcb67aad16faf492de13183e0ed298e,778
64d8d4432140a52ff9a983d03fb86ccbb2f4647d969f6316dbd042b3fd0c47a0,457
4001f236a330db2977a75ce46287131478b506129783d81e6582be608b092933,614
4b534eebd09f98aad9d5d0b91e1b1792298bd45c87090e74b506bf353a06ba97,215
a820949ac3ec7d244a92512e086d0b5156defd889ec0fc72700885c0da44a509,206
9b40d26922f9c5b39b5c39b0a2829aede92b9d3c10193289ee77f42f702da808,44
1390c003fa3baa139ac95d9d479fb31fe006e09e2d8d1aa41dac4dc661451325,469
58159a5f8576793339aaa35f74b2bf750b08b920394745186f12843534a84661,705
25dbfbbbe9a7a9900f01086c7b23cc022aff62ca8d3e0a50a431845787a99a3c,868
dad8d2e40cd7d7ae26095d5cb905caf09843747ed0e84aa0abaafa328fb622e5,117
929a97ecb723e2adc463f78028cefd59c6063f4df4b12cf0f8f454843650cc5f,163
8701189480d1cb6e404d6c93a2806e923b0e43d058016d7510a09bb18b0c722a,572
f9a0547b39f75cb813e7909608fd921beaf53a95332004f023f6f7a69f5399d8,424
d217189951cda81f29a4f377d3802ce3604f46d90247c031383885e373085f13,692
5e38445d1c86a7cf42aad502f34b1a7995fc4953f67d8eefed5f7ec9952876a7,809
70910189c2be392ff029b2802aeeb25bf2741fcdd545eac52fbc3ec2b10d2aff,17
2de92188d9,807
cf9d7f2729a1c8eedc089629a8331d77182eed219fb089e106eda36de3c3cb44,891
2bcdebe70fd8a40f83f8b20dc6953e2a648e2be3a5f8f065e9cac7b48e0467dc,188
8bf9b6c88e1cf882695d6779c2d31588b7efe85a288ee332e8bae05756620118,233
9c90d40ea170cae9263487cba5d922d3736eea131061978b609159e6823fad79,148
406b2a8e18ef444c5bef4d336a0761d76f28e2f8f9d800af4bb4bf0252d80dd9,863
5bcee14c65b1ba68187c1e6e4508ac649ae71944db6a8eeef053ce6a381aee32,186
3ff49636aaa88636d87b72af7a0ca1098cf13dddadd061280900f8ce74519e68,674
1c3bdcba719b2c7a1d2c4e1c6325881b70a1cddb1aeca26ec637a9b492005ff6,716
2772c4e20b7e670c8a12dcc0f1de28e3e9b2c1357f1d53b846e0167850fce14b,843
661ed39dc98531335927182e16bf4b6367392f8ce377d31e8e4979cffa9c59b6,496
b832ed0c8a7e8c5832b9d91f21fe6fa40d29d5e667125a6eb7c939b1f0de323c,225
3d7101a03174bea07c1aaafd18b512570b239d1b479755c3015788bc5dd455f0,680
a3915a2412c6c641bb818a5b7aa911b0fa7fbe4af885168a8571d3c08cf27b0c,664
cbbe74bffb93676ca8102ae6d51530d0bc93c9ff298d2ce282e5eb13096998dc,501
84b98e2790b60bc12fa22c4a50125f98a2025dbdc4ddbadbf25e1391553a7c93,289
5c129ba0bff6e69c70e7c896e36a6e56fed6b683e0b67e3ff48a0c0c5db5b6a3,67
1ba345ba914b496282e38ab606a2c0f59c4ff1e1a8b83cd3b85f8f7f39b47c2a,604
f5d895f67fb8a042e1d1fd11dd102ac35d86e2843aeaf4ade08fe22f0fb4f91b,732
939f6adc972930cdaea26e1cc35d5f192d84cd64081db96d12c1b23222b6338c,267
319750702cbfff727204d5ab2b8dc075094b3f05b2871211bd988612a2fdd86b,181
1f18c4ddbfec29792722643825158733b332876b8e1e1dd968f34dbbb619f1c8,334
580435dddca934a0c637151d5996c1c32fe77c0d4f24381f07d318633c40b33c,399
031b347d0932402689b6b095cc8ff3798bfa9f6f7139ebd65ec97fda342e6a84,528
71f727da6fb1f7a6998c4285cc19aedecc9ef8dd5c1a42c1928b77c3377953b8,208
0b6c828394ebcd1057b2f28d87c33981eab23bdf993af273c5959345e1a14409,124
704487d210,238
6c1a05e24aedada49372d64a4a1777f2a869b5c2b4c932c4be28c48318333d33,416
f0b4b4f1b3f7faf4169eed0a850d84ffa85cd820022b3d21d5a2dc418aacbaec,196
9af930b41e62acc9b20ffcb741978733ec14fa40633bc3472e4c6997429d5252,617
69a35408ef037549c95b067b5449f397e195a27318dc21bd88832af78622c98e,787
72a5a13170ce9cd95b75d0d818f75f423459a16e04677bc4d0e46cf67284f676,35
946e04570093fa23b43e6e48972363d9f7fb6256639dbe73c65359784d73959b,530
a058185ceaf311b8b8a83c867ec119f6eded08f23bb3ccf248eba35aa9e6fa36,146
e2b90a18d001635e187af97b5af5d764b9a19fd8b41c0986462889661996f2c8,618
b56048f8a62710ec640d07732ffb853522e0c857ae8f9b11ceecbad3785bbb97,755
20e6a8e8741f4c548eeae6de72884089d3db246d407f7d1cfa3c6e9645c9c663,90
ce23e5d2ca0edd7a5c82ee37a5601560cba280b116d216f331d3fff36e3aec78,379
c796e3bd8d5e265c6b46ade44c587bbf1dd057020d636939f80ef01a23da0a36,139
72288f8a3fbae18284911a697a51b2f5ff353d7c9d7add60deca13ee2b3cb48b,496
67e0e1d10612849d29950325198540843df15e700617fa4aed6a08e4cbea719e,648
e76a6ef7b463a724054c9e8db0bdc074995c085db4355927edbdc76da235994d,329
88cc607d37151a2126803c510d872d216c1e975c44a24a79d244100f8b8c16a6,830
98f393944917063a1cf815612b44ad4892aac3440d51624380cb83fd292efe14,302
48dab0475c,451
33dcdffbaf0f812c4d354693ec49e8ec43dd121d6c1507e2710767970be0d644,158
efd2d3ff9c7ca33c8720d02386910ebfbed6575772f63efc2368420f7eaa2861,501
5240ba408f8c9c767c0fbe460921171df1a12406c6c14574e3079f8f597975f5,897
67deb057bead0e210c18412b91fc0670d13cded61e9f11e35e5dcdd0731c62b2,216
8e323dd42dd1b773c3df741ce7b2f7ff9e63e16b40638ebd7d4b236e796043ef,869
8b3f05d1e086ee978910228ce68a94548ea3200777fc11419588884371dc454b,859
34fda5ac0621de0465ae81efaedb321b8ead602f75a49d450ffb7023032273b7,586
c7452875c45c8cd904ff23dd2c228f1e05db54c5a00cabe8ddab1751a3dba0b7,100
269ffcc250c305cf86fb1d7218eda10131a11a18f7bcd636bdd1f6a1b87ee8bf,43
a4e3e920fa3966eb6fea09cca94e814c26580edb0282f967091ce9f98e7c4719,754
9e1efac776a0b87735f65ee5d50d04174402adfdd3a8d51390d6d25c705f5e2b,812
f55aa1541e65a4a1483d6ee817e49f8eb6e2df1809b9803893e1aafc623d3d52,124
5b4241e4ef4474fd95f8062b724e56da0ba89aea5a1c0e8f1e9c8dc4fcf9f9fc,665
a3c264b8834942d3c02df197e65240e5868983cd42fd0af67b9e0357c434abaf,723
6ff43246905cdb7d93039ed78e111e98208cf5747d1fe57fe61e66d45f4dc74a,286
34cd63a0a4220bacadcbfe4ee62b63d839d6eabe23cf71c4a7b0e6f128609ef9,591
b8767332576b229344d55ebe67f38042749b105600974e04f3504fb5baf65192,42
a87664e4be36dbddb6432dbfb3c6134d28dc65236de486fd9bb828b859c6fb1d,462
f18869e3bb29abfdaa8f92f64c712bde207e38ad9e12100259b71dbc074841a9,652
4317a67bd6e70ccf21881552d900811dfb97184676716652b32f732a437fcae4,303
97e5b8df35ec42a3c1a0aea55e851cc9221c5767572123100696badd6cfef6f0,91
571e8ed96a749edafc017bf2b3345cf0867af58661e92c588eb59408eb92263a,218
a07235fd9c5822e62a0d23caf7b2abf93627033dcfd8824c1e21dc51832f62c0,10
a630942e2640582e4292eefdd5fb9f02f18d09367fab9351414a47fad6c897ce,531
3d95e5b215576a71a56d1b4be0068ccb866734f540cdfb878bde577d8cf937d9,664
b9d24f38aceeff1e82b06f4d27412ae2b36565b7ac12df65ee4b70ce2349b4a6,662
9aa19262c3767379d6d1850e387b774d7b4264e08d5e238d00dc0e0e1bb2609f,148
37793d865c3cbfacdb9d8d157045dfdbe84743ca518e3e74b8991d81bdf975db,658
537bac9ecb93ffce731ae160eb43bfab1bfc65f7355f4b525b6f8ee409dfaef1,789
a82797fa872c8295802caba0164623cbf6610606f235276618942cbc49f0592b,582
67573613ae68fb6cd271c7390b09290518d8cf7e617312301c5d745c14c2d636,273
2ffa875727aa8d08e2a2392e22cc5dd06f299caa36c119cb653e1b52f0d68061,482
988dc1e9e2067a4d2fc93d593bd06cd0dc913d51615f0ea3a838be024615de5b,274
7f5819f2047aa8a4b735d4ab67cda3b4d92f79e92ae0261ac2ffece39fdf284e,725
e6533b7272b299a9061f0111771740dc661cf01f4a4612593a71c685508c2b2b,446
ee636858653cedcd3adbab2b89a982cb8e6e0efed4ae0aaf528aa3d7c54f0718,197
295dc515707f2f0f793baf666a1fdd8ee2869f9548d0da642582962b65574cf4,130
99548c98dc7f60ca7f521709967c88d1dc0e04f6969a7429a13c2d7b767da50b,738
50472646865c4aa2e08ae885f501bb9826eee61f01ffaa0ac69b50e3a609cd6d,703
4d0cf43a0d58f43696cd519c3b12c350e540ac2cbbc3df94cc54effd0e5fa7bd,446
339c1f0b8d8bb58ae60ae467e3147e8ee82441625531c5562fe895620f11015f,89
64337ede2570a1f1cb0a1a3eca562c44054714b780613f3ac5ea765d9ae183f2,822
567d6f3e25a0695e78118c06a71a7a83a644d0f9cc021d31c5031e5f891182c0,243
8a0101129da9dee48b48bb42e16ff94ba8005cce2d413f79ef3fe9066ec9ba91,691
f8e18372d73c04453f46820103e9629c88922d8f92dd0860c35883e98f05a07d,308
8be5b1b28842a05892daecb7114a4488c60019982f28cdcbae75589c03680963,1
ac50ec7ed6e3e232765ad2b81065b780e7cb821d55e3c9cb77046681572bdf65,463
1cc280c2b6fdcaff2221264ed9423607d866d4a87a207472c32e6b453a9fe911,685
31f85ee0eb6aecfd2ab21244910b63ec2cc4177f06bd9d8fa9c0ab0cb39015bd,175
665133863a51d27d46ef00e6ac873cde5b9741ff2cfef426676be61396e74131,105
1392b982b94ea91bd03778636907a82c2ee2ad13da3b710302ee24b56fe50485,212
03145c230b02cb5f1200a4210967f5fe2c092ce65df4e4f897d1eb95dfa8f6f1,104
eaa7e2611b5a811fe84bfca08d8f502ae87ce0c68c8f9870282d3685226bc175,113
b1accb1f3b73513348e65302a3c843ae0598b4b15a024c0401e2e3dc3dc1adb7,169
696b81b8f637358bea8d674cbc3beb5bf359770965bb85a06c300e1cf9e0b6a1,710
471e58d5657fcf858fd07deb1e8581fff174654d24b16b566b35207f7a528a62,584
4c6a5a8b39337f76dbd3f5fe56f9c9dcd8054b596850c752aa0e387fa62ebf46,125
6c14d25c823b2d36033d6975724ddf0ed5722590ee5c6661ec4a3c66aa786c9d,786
6deb5183a104f3776f846af6b9bc885cc831c0e716e86f4e184e9de3e472cd33,393
a262b0d36ef33f9df87ae69d9e0ef1df1c27283c8663dc332945116e6a7e374d,516
909d003c77e5da59ad4a3e2b8e4039aa862b9618c2820cfb84f9e5e9c4d788b6,825
e9c711abbe5231a6a805626e57e8837cf67108af0ee6fb67cd47dde40bf88d75,616
b2536a53cfd68dff8e4effa5b97fda5037f1c808b7e50f450d4f5cc18bdcc630,321
17412d29a068560b0c42ab077874a7f1b270ae21c9f111142fa6a515cd1db64c,735
d6495665c7d29173d501eb40b26d6e3ceb46e7aa5a38107e00c43081c54baa8e,794
746ec38521d707b237e51d1ba2268bd61f0920d16f46f05bd3fcb34fdab8fe72,473
e276390315b2c5613c984391dee741109330053999a4f371a6360d4c0705a7af,807
fa45d989d926a49bbd25308f4d5ba51ed6762e3984078f060fc84880b8d32d4e,470
9546ecd005f9519e9c0dd9ae1506eed97d75aa69f7a7051bc7062c3517e380e7,716
a144850b285c2650c3f69d640a890929b1b4f6483964078cbeef59a8e3d9ad59,33
60b1233e9f8664fa48ce14e137ef4a065e670c9ceeb5e62663046ca10eaf1851,811
ca5345c909,580
c7da25a2aca80270792f36941a944c86885cd27928c2170e8383abbf61627501,134
e8fc0d1321fa088f3289bb421d6fe7165d2845f55c094e794ad1dd8d595260ee,710
7c002def9127c938d433715764e02d53a3a78a5efd9434add7724b966593c3ab,212
c1fdb31c01,488
fb8bd01aef719359b88f6d988493f597be02047fbf9f26c414d73f75fe4eace2,302
3bc13d3eb63a79d8a253388201a56b5c34c34402a15653d02607cec0ed275980,718
1d11d83686da1d52b460a67840a43ad81855ffc3501122c16c49bc6e3177908b,88
2bf6198950f34baf8714d71e60290f416fd1d11748174d2c2aac017e85bef3ee,390
038409820a15f0e7f93a564c14b8831d364ff6952836cd15753eb9e1be1c6765,410
60561cd6c86a5958cdfe85ad17c5edf778f7357a11ae95e6d84d2c2f794bb7b9,650
a19506520e3e7e3dc5a7f8d5d45a876748a08fc673befc90c0a12148426fe57a,844
d4faa8fdf2af3741cc53ebd9fb696d623b3ee56a74670a6e8755a2ad3cbd8114,785
d4daf07952a022142815ba362542f4a4a160394cd2190b3abe41170bcbae4df1,378
984e11731428d024ef979b220316aedf89c207766e8c29297c94bc36b7c1e2b4,599
b41d071885,449
dc2d9458d75176df02188d0797af4c25f7846f34433a2f4f4b2a600fc654d6fc,698
d61fd99660375c641c8f9c5c89564a90d6113336c9029dc9ec3968f807faf0b6,639
fa7285d23d7644db811e238a725041c7394b3e39527ed14638c3c55f85a30d19,509
5cbb23e048e515905ac0ed55930c3c9535fe4562031615897f9663c041a0a0d9,181
69b3cc63e5163f0ee5d095c85eebe3de69c642f6ccc7a05fc83c27763488fc7a,183
71be3c3ff2aa32babf5b845a4afad9ea80cac31ea8291528cdfd6e84a14d1d06,695
fdbe1868f10865e741970a15382e58465d1c866317454df3c4a208e62714ec14,450
33f124b2278b95eabd242ae341530ee734019881b5dd4c913b12ccd065bffba4,161
bc459b2f7b4bc8c086ee3cf3717c92dc3aada1cd8a58f1b84ab5d6d6f4abe632,289
0c750170ae3485adfe84c25f180a6607fe6ee07704ad5669083204d54d595f65,600
da5531a0ef504f62881b6367331cbe28bbaf6f151a042f63b7ae2c1063117382,472
a533843dde8eed6d4c04358acfca927a8325602b75bfe7be42312f67f4e0ecf2,728
f9d351e3b386f87c2acd1f071ed19ce4dfd9c251ff6065bc77d154d95855915e,465
53034a0943dcc749dc3ba9be9ebd0c06f87eea55fa2ddcfd0f57db205f36bd2f,210
8d7a12c508,813
7bdfd7196eb654b39e77dbea74ac8c29060da31118468fc69fee1547b3f307ca,301
76e1b68aff,639
3d69f640f8f002bdd97484af7b4bfb56f6b098d2c07cfc7747c570a485e92de2,888
273acbc2a318554a9c7a220ab7264584ed1e9e6c15592e861eeb0a754c14a12f,599
b7d00fddcfd6574baebcba92659f0496428843727bd8eb2dc92ab75be47bb448,574
762f02a7a85115ba4d649d220f33b34fc17a5738f136eb1bf98e7fa28e2bd664,622
a8c9732f9ab6ea7524e5cc5a8486a8657545d11f7db25139846e080299630bf2,498
04fa386bbe86276b1d9a0eac98111d08f579cabe5c74eceaf37cb6b0b23b436b,734
4a7cf5156649aaa9482fec8e7bf564858c4e847d6226193bc2ea5dc1ab50fa30,744
1ea870d81a66dbc538968dc2fffd74af92eb38236e6f2ee76c49ee10bf14d22b,141
26c666c1ba187a84ad7a5e4752d87fdab9baecaa264ff31f3edcf19339818ab2,432
09d1ec63ed6e59702572be45e710bede9870b7f74d055de3c08b03ef10217215,518
2d7f97f03f0e2cbaa5eec54f65f7e94ab99399fd4f25cd878140f0873a1a218f,566
00be77cbc43b3a06420fa555d43351accb71c2403b5b97d499e05d7ea62408ec,387
e9a8acb5c29abf064359fd6b09bbb7c0af9426a00d84747d23ba62db29f28997,331
b73f72eb9c36a6efa8d36985070a52d07c7c4b234680170d079750639c3ea49a,93
dd9960ec6f,146
d4420942ffe3f2f7ae942049b7e9a6f6972cbf2bfa523e0df6dfa246c64542b4,848
1c7adeee84ee9adffd9c663018394e8c43a794c54b631f824d2f0890da45672c,836
7694cfe00cdd1a5d7883a07e8a75106cda9f556a3c93e7c5543a9c269f82ade0,359
b0521220fb19aae48190f1787ec4b38e54deed090f8a43cc39cebc6bd678dfa9,97
621c3fc7a5ec750f635d520a450d69b496e9bb7f02b5c4cc803a48a682b922fc,328
42164fe1a003d504c0183eb0e48d237a2e382ddc4662677b55a84f010eb516e3,787
90231f5d37c32eaa77542973112f15bf2f88aa7f7e5327602da82f1fa8303eac,237
83b774c634cd927a2ae188e7211e30f07ee834f13ea9772b2c96e4b039cbacfc,431
d50f320fad00e52ba7ce79980a3c9dfafcc144be332b883a90af6f24830c76b2,163
3ecdd7868a,274
17fdfccaf45fd7d963dce2c757895e73c6281a0b0746a7e20c74a35f63da71c5,664
2763119a9bab2ef85e47e66a22a8b5a1565baa03b3fb2a004d5e4308d451c1a6,273
5a56784c5446ffbbc4fccaf1148cae023b2fb56b26c84a011fd64de0f91325ce,842
0fc80ceb0801e3829600dda07b9397d75f597e43565070c078cad03b76cbf685,892
10a32fda10d60afd091b721ed551fb02bae534dea68a8d02f1df88ed08ef9152,833
c212e292c2,818
12f161760d1abbae0d308656138bd69dd7c69ae404325fdd52deb1a7a2bbf548,414
bb7b9b00b47775da5ea003892e3eb8b937454e5a674f96e85b37eaf8b5f48686,771
935f5e0e6148f307e1c99c2de27960f138c64c73239d11719d6622311a6865fc,674
7d3c61c093d2b13dc6cd0cd7d5270e6243c1f7f649e898ac1f8c53d4c95566c9,789
5df6f589792e14c6cd25a9fea7b85818a0fab4f152c50cf42c62d8c3865d7048,190
ea5eec241d1aa3e06e7674075addff55975e09fd712bfdf8403a3d3cc9f7495b,751
5dc37bf4de6e8af309dd51cf39e6bd57e5f72f7e5be1c8b330efc684bdfe7c60,192
8c7706b3868f107bf2a757757d8f267d1c2c527675e4ada4d926b9df45ebc505,165
f047fad7fdf4ba44b473ff93ea784fe45507bd8badfdad8a5cb7e9e216afb63d,847
f9e541515f0d4795bbd7f94399c0e243e3afba9c040ba5238d5e907304ef1b59,717
d18485a113b11282242b48b31614090ad5cb6020703180e6d00ce6c77556ac44,2
a8985729cee2be21fad9abaad42a729421aaae2d739be659c12cc9b8b6e9e119,256
f1512ce43216e25b4d3262167c473c0ad237c703522315a6c42a7909660a9b62,660
3fc6231b5fa8695e79230fb27275874f0c749a5d36c8e9902a6436db5f88b8d6,434
e706b844bcd8e9a3ca5fe1913c71a07aedc3ddb6d25302c3f49e9c424d75a7c3,619
840853d6a74f1fbe595d4a0b7be675ceaefe587120a81facdbfdad1cdaf0ec50,291
2bd490a47a3fce732793b5ac0d1b8b932159683a938dfdd5aad119fe0e048f2e,661
e7b63455e6569069411c88bb26fe6bd423832806b518024685a9f23e23abf629,748
efe8430d11a903f2b2c7e5e19c05951ae114dcf7bc5baa895f68718d93577482,817
c82474e7d5,695
3e21c61cb234085a9b4f716696159bd16d74d36916734fbed329f862e9eca8a7,358
8f9282b596329ac179e65b13dab6c96c7536bcb1b5ac76edc5eb757060cca2f7,569
cf22052d1777dccd7466035a509cc1d8300e86796369c7f29e9b09d9e5b4b5d6,315
54200f0cf53c964ceaccb822fc7c3683e51e33a86fe842a907cdb6563e860935,169
bd516abb072f38f0c96201e000e5ac435dc46785dfe96b77413f153ef93ef0e0,450
f3bd641b26e63b70017c535e4f6700ca38e855424986856e72e1d461b59cc640,865
a2051c965256ae42806ef7ad1a464ee90e0340943369aba4c1dca7e70741678a,537
1313746dffd887adaeb3a60b9d13e039a1e24eb10a868c4cf04274c76d85650d,369
b98e569d3f45200c2fa5726c2786956a9ff078c76fdaf65c1aa92a293ab20b15,665
6f4e1fb5242d57550283ec69b905e37f2677a4c79fce23babbc1ba5ae1192a5d,516
495345dacfeef669621a354535e574d926cf0211b840f7753fba9fadbb149646,348
b2fdd76381,482
68cdc055d1ee12432777802c34bbd27bdae187cea4a92016119ca2a3107e7f62,142
1748efe259a157b8aa01701e87fcd947ad520cce6516b3b7c1ef896d2069dc5d,576
0c9618f98cdf6f9fe2a67f70e0d300fdd740f853249f7952b829d883e77dde36,133
ee8d498849b5cff4164608fec4b1ea066fdee67ba527efecc1a8af4a0a4da175,43
ed49d5ffe2e4fbb9abb674b5664d685543ee77f4893d6733810fd8a0a103e3df,639
f0b022cbc4c0bf9f21e243cc074fd6030299777653c5b48ac74b9224ddb6e2c1,315
33bd8b3472a365579513557ead8e45092efcf9b91180d797c669a296e0ee59f7,672
22bea87094c2d97657b1e8df99b1fea96ac237ae252d787ff340cf8ffd0114c5,648
4dfa585ebb9248abd32c6309e52b279232639b77ee520e4b8c600482ce436f58,273
d81b833dffba44f37c7a2e1a36ac4b22912f205998161e1f22d7cfe425ce1528,504
48349596e468d828552a847279e6ed31c200627fa3b0673d3828704e9ff7ed04,829
00cf818c0d6688a09264fc27ddea85b52a860cda0f07c12e3f835a97e3664ee7,828
162f342bc4dc140d9b19e47a8a11caceae0361a59a39ac77c9c19ac37c46d66d,298
c5c788fe06e1303cbd0ae0235f4c024d84c8a2d494d8a56b998a7f0cef8a763c,472
14e3fad5287eb07234f2945be80d8eb2c7e9d4091bc1a5de29bd22be52b2642f,822
d6a0d5ec360fa4ec6a4fa21ceaefc355001cb1a81bf7ec5f31f807972061c0d3,549
2e9147973730539563d5177b3739f9fab9b1dec5e0bbdf28d6d245e4792fe0d8,323
4d4a345b646320a5cb385c9cd4de2c16eec31b7b7bb613921ce555bc0911fe6d,678
d795cb4c1506a0a966ada607bbb4ebbcab4dc03845ff00e3d513e6f219c26704,777
5738a6b1794d629405429a38543bcc136ff239237dae935f7c83682aa3fa75cf,780
5ba6d4f8117a848177aa6cd84c037e4bd9ffec904836253b3a24dee9e054172e,665
a5f803f83bc771b2449abca4fd15ec7d804aaa42f44e8f4a57f1573ac2f5d83e,162
09314d1002aec061334d70e2efb5188b3329c27dae9a96d1361a107836266fe3,265
bcb6b238558d233f1a9b0abdc94b534848eb161c64c548cfbdb048dccba45cb1,91
10c88082d6b861ebe1e28074fef92676cc25a78fe893286479164de0f5bfd314,144
c43217e3d3ee8bfd0f2018eb15726bee494f72a3ff50f9adbf9ce66836b74853,115
2fd1e0d3dbf4a2a3859fa046b409566381c8f5d26f1b03231e34afaaa7e17cd7,590
deff4b5ecbce1c317eb8d219302744284217d355ae8ff546332d7b26376473e5,765
718a286a766458abe029879e6d0f0920c3e5a98c12c9541c727395d8b2d9764a,412
5b7d3b9881c1d40e0b07ca2eb840b335923dcd27ab5b69fb76a9b752d5c98445,719
fce334c70559cef5ee5de4eabd3f0270b52d2af1ae9b70e6578e826f20634028,181
4fd715cc9a3f7608149f96e5b01a01fbd00debd256177220d3bec35a5ae5e27c,87
df224ac42071fadcdad20d06f785525620750321b7aae54da3ecf20bedfb30c1,674
a9e09d49e7bb986cd65c61a46b83ef92382987c5e86a680055b76f7c8057fe39,434
ca9a281985b592eba8f48cb7a1db0c261f7b86cd8e22a3c63045986506b1b8a5,57
7fb0e905abd871182b8c521b94af4253fb59aefdd10198fa384bc093ee85c611,231
063ed7d9a93a7d6338c0192ae4b4d80901094b98480f7a9922e2c8da85ac15b2,783
32d096c71e981312891f1f3d582d8397903ea421562a63766192611d3552e52e,769
dcd457544d3036fcd04c9e4c16890651f7e7be865e5a201663ae5c4f56be50ac,204
816440a728fc2adcf724c488eb5db8a0e2a5309aec736d45acfa478aaac7e645,881
9f084b952546426c108cd801beb09ddb2332855c776619cecbbd25ebe9c5bc45,678
1ccb18588b5a5f4360a2a579eeab8505c2509768f59f1ae0c8b8872705432e4a,18
cd1340efd9bc27ba1487acf0dc55718db717a3510ec561fc2a7548fd503248e7,561
52e0c64ddbbd7f883ecf1019a982f643dfecfffc573c450c8215e64c22c76261,112
e27637d58edaf5e3705f7d3c36f7ad4c4e948385abde52ea76e68b76831ae4da,541
d6ae3bcc0b64482c84e5a4350a49cd8c0848a29888040f5faf4d51874ebc6af8,345
38a4d60ca402e648924c57de585fd03f9a591851694c5f9c5e732fdf0b40e756,755
ce33566cd6a15ea4f73f1184026dc85bc8bd1b19a6c6d612ec398f5b23dceda3,493
e59201fcaf,575
0f31d7971a06e11fb2645fcfb37d6f55fe4c88d729e5ac4ca9da463cd7cc2ce1,783
b18798773f1588a494c650bcb35274f4197891559fc4854523d74f84099acbaf,319
4e159e4815160c0109bd27224f29c69bc4706d3ec847d44bb08ecb79b8c4f7e7,691
de80bc4bfe2bf2fcbc96f19b76875c9e708aa7b20d2a30bdb3228ccb8e4e2b19,665
6ce172f40ace36d544e18e175ca168be55ff5da182dfd5a239370666c23b86c6,214
e877202f2a988b216fe0541024de8295e4fd50782df6e292bb26dc2130570ce5,582
5a6917459ca43a3d2afa5726c391dede05ffed41a63ff78c68b6dffffabf3f6c,205
dd0836d893f67a20acc3d4dc189af61c1ef9ddc68a1c42fa20ed3f22a85ea882,806
a49574b9bfa23d6cfe0a48f5da973311a756883f081e1dbcea5ab9eb735e9792,423
4a5d07821bf13491fcc297a301689f654f29fff29e36ad85b3cd3df9ab74cc90,528
44406d32fc2e1e5dcc3ee18bef156bda368fb030ce6588f680608bb8717ec2ef,547
256a052ea45d99d9170aef08262db3b3f944524cba11f5fbf0dcaa76ce948e97,413
40dc32c1eed251ff3900a0e5afa688b797b684dc3124253ac0f7a89c6bd3fc1b,14
615885a67c0efb88baf50dd9680f6400e7997570463d3ee60f7f43c7b7f711ee,757
39cc64b36cfa63babb9829f64b42506123394356b6ac9a06a3fc1b769b6db9d0,183
9cbf8860d63e646fcb6263beb59640df70d9001a4d25cdeaf5bf38aea61e5848,174
9f2384630f929c2194595635d6748a157a0f09144df64d13f60f5450cf0b45de,277
84415044b001d3c6fe482b5bb36ceb225ac26f7de5591a78910d39d46cd675c0,189
ee9c790ad428464b5759c27b2d5f8295bff3a60ac4cc89d675ab6d7ac3a59895,254
206b0ba11d36319912062d2de8884f50da44a7da776ebe3d2df8bcdc685d70ab,55
03b854f890c72ca0bf908ba20c027f72b37d1eeeade90f5e96964f9ffb5268d8,92
afbd4e70e499ba58093caf8b0f3b5c0b64f37179184fd84b479da594c868a996,605
ac611e06c0651e48441059cad40066d8f02645343df4cd2e59a6b61bfb205c41,661
1fec02df388297b415309a5dcb32ddd9e9ad947df4f5a888b45a0796360d937e,385
ef88cf5e5b415300b2a599a477d82199fc3da8dbe832bdfd2a9b55e995472b81,534
d83f6134aaa8ec6464f130fb831a1b0cb625bf50a4aa1736c833fe588958be4b,859
8ae30bc3eecff89ca130a3e05b4cea3406a11dec64d2ac985bb714f6b3a7fed4,193
c25877b872fc8e418e791beded34d08b2efb937b59b5f8c10db0faa3e37d196c,272
9a792d7e52f24cec2a930c434dc10c441177b3db6cdec4520be330d98c3623c1,727
23a551a225,193
010d8095a8df3feea5954ab9148a08534356c8619040863951e9edc3e6e3fad9,821
f04c7e11fe6e424f2b2bbf1db24bc2a4faec6a1638fc2d611913bab00a15bb8a,622
f702b8ac4804bd8a2e5cfa0461096d5b1caf364662f44fc263fcaa95dfc42f35,892
fe8f81037159734efdd05b2be3d6bf07d49e4820d9825cd79af17ac4d92893ad,173
3d6de0cc420ee552f77a04cde92b2f865ff5d993408c9e9cc5654e74abc582be,469
a86c661cbac69496e2c4f82902db444ee776f38908203c1a00a384a720a1969e,752
13145f5aff1ebf3728e28de7fb28061dedec134b298c65370384ae18fcad7b56,465
2cde0099a7fb6ab7f0dba8c94db9587bca0aaeb35d77d03cdcd06e95c03cf5c6,838
8b4f3de51a237d7ff3c371c5957f0e184704eac5fea915f0333cc2c50f1770ff,29
0010f9445d7bc09c263660feb3a1c8d954472cd9ce7548a8a177533aff3615e7,134
637988db75afec51739095efa057fc796c88718c5a6e2c7a291c653581871e60,159
8210b21e451e8215f8c383568758347489f9119dd46988bdb9d7fa623eae9994,158
3ed2d1e797a08ddc079cf7c6b0f94921004ca58c346a871de994b2d1c801337a,591
61d5662ebd4fae9af67e3c5dda75d1982cb4207fd24f60a86206781fb0ded0d6,775
0cc6c17310dc68c4e4198ba0bb9c63f0b4d5f33a600ec8167e671791530ff472,841
